metal,production_route,year,region,application,energy_mix,transport_mode,transport_distance_km,gwp_kg_co2_per_kg,energy_mj_per_kg,global_recycling_rate_pct,recycled_content_pct,water_use_l_per_kg,so2_kg_per_kg,eol_recovery_pct,typical_lifespan_years,reuse_potential_score,unit_price_usd_per_kg,circularity_index,material_efficiency_score,end_of_life_scenario,carbon_intensity_category,transport_gwp_kg_co2_per_kg,route_type,life_cycle_stage,upstream_gwp_kg_co2,downstream_gwp_kg_co2,pathway_type,circular_flow_type,emission_reduction_vs_primary_pct,benchmark_gwp_for_metal,process_temperature_celsius,batch_size_tonnes,facility_age_years,waste_generated_kg_per_kg,co2_capture_used,acidification_potential,eutrophication_potential,human_toxicity_score,abiotic_depletion_score,data_completeness_score,recommended_action
Chromium,Primary - Ferrochrome (South Africa),2024,Australia,Pigments,Hydro-dominated Grid,Road,377.4,2.7153,158.266,31.8,8.47,236.48,0.0307,26.0,34.8,3,8.1,22.87,0.692,Incineration,Medium,0.10973,Primary,Use,1.9158,0.7995,Conventional,Linear,78.28,12.5,537,259.6,12,3.4657,Partial,0.03131,0.03829,1.3193,0.01059,0.96,Increase recycled content in feedstock
Titanium,Secondary - Industrial Scrap,2018,Peru,Chemical Processing,Renewable Grid,Pipeline,231.9,0.7378,72.101,29.08,10.93,140.68,0.0097,19.07,27.1,4,12.68,21.08,0.551,Closed Loop Recycling,Low,0.03037,Secondary,Processing,0.5188,0.219,Circular,Closed Loop,97.89,35,601,104.2,35,1.0323,No,0.01231,0.00721,1.9986,0.01956,0.86,Reduce material losses in processing
Platinum,Primary Mining (South Africa),2024,Kazakhstan,Electronics,Coal Grid,Combined (Road+Sea),2903.0,11106.3391,204745.012,73.33,0.47,168185.8,5.6889,64.27,35.2,5,28203.21,48.79,0.905,Closed Loop Recycling,Very High,0.30569,Primary,End-of-Life,7254.0235,3852.3156,Hybrid,Closed Loop,12.55,12700,1020,14.1,17,3.4324,No,6.85274,0.01391,1.2168,0.00464,0.69,Increase recycled content in feedstock
Lithium,Secondary - Battery Recycling,2017,India,Consumer Electronics,Renewable Grid,Pipeline,866.9,0.5609,50.524,4.42,2.91,249.12,0.0037,48.66,14.8,3,31.58,18.98,0.644,Reuse,Low,0.23365,Secondary,Use,0.3418,0.2191,Circular,Closed Loop,92.99,8.0,454,408.7,37,5.5306,No,0.00315,0.00554,1.1632,0.02564,0.96,Reduce material losses in processing
Germanium,Primary - Coal Fly Ash,2012,DRC,IR Optics,Mixed Grid (China),Road,398.8,967.6028,16521.277,36.9,8.42,9619.21,1.7786,33.8,18.1,3,1009.39,26.99,0.616,Landfill,Very High,0.02533,Primary,Extraction,696.2567,271.3461,Conventional,Linear,24.41,1280,761,432.1,40,2.136,No,2.23916,0.00826,0.0239,0.00363,0.85,Increase recycled content in feedstock
Tin,Secondary - Solder Recycling,2020,Southeast Asia,Chemicals,Mixed Grid (EU),Pipeline,797.8,1.3097,21.328,72.27,35.75,140.02,0.0046,66.48,12.8,3,26.76,54.64,0.638,Reuse,Low,0.13438,Secondary,Processing,0.9359,0.3738,Circular,Closed Loop,91.81,16.0,563,123.4,25,2.745,No,0.00514,0.02003,1.0664,0.06287,0.57,Reduce material losses in processing
Lead,Primary - Blast Furnace,2016,Zambia,Radiation Shielding,Nuclear Grid,Pipeline,481.3,0.3766,30.203,97.34,4.01,152.63,0.0078,91.65,19.2,4,2.2,65.37,0.777,Urban Mining,Low,0.07369,Primary,Extraction,0.2524,0.1242,Conventional,Open Loop,77.85,1.7,847,94.5,21,1.1481,No,0.0063,0.01369,2.3823,0.13919,0.84,Increase recycled content in feedstock
Indium,Primary - Zinc Byproduct,2014,South Africa,Flat Panel Displays (ITO),Hydro-dominated Grid,Air Freight,4477.0,50.3454,2763.073,39.37,7.09,1214.03,0.1896,33.54,14.8,3,189.81,27.51,0.869,Reuse,High,0.60647,Primary,Manufacturing,32.8658,17.4796,Hybrid,Closed Loop,69.85,167,946,347.7,10,3.9392,Yes,0.19123,0.0423,1.6295,0.02627,0.75,Increase recycled content in feedstock
Indium,Secondary - Solar Panel Recycling,2017,Europe,Semiconductors,Hydro-dominated Grid,Air Freight,862.3,7.2185,550.798,36.77,21.1,168.43,0.0385,32.32,12.6,2,239.22,28.28,0.81,Landfill,Medium,0.1557,Secondary,End-of-Life,5.0425,2.176,Hybrid,Linear,95.68,167,402,402.3,15,2.0469,No,0.03919,0.04209,0.7775,0.02329,0.59,Implement end-of-life collection and recycling programme
Nickel,Primary - Laterite (HPAL),2014,Russia,Stainless Steel,Renewable Grid,Pipeline,946.7,1.3554,217.639,68.87,5.48,513.9,0.0262,63.71,14.8,4,21.46,47.31,0.826,Landfill,Low,0.1245,Primary,Manufacturing,0.815,0.5404,Conventional,Linear,89.57,13.0,1056,224.1,25,0.7321,Partial,0.02972,0.00884,1.4386,0.12472,0.87,Increase recycled content in feedstock
Gold,Secondary - Electronics Recycling,2013,Central Asia,Aerospace,Mixed Grid (Global Avg),Air Freight,2134.8,60.1818,882.673,26.33,15.82,478.12,0.0028,23.71,76.8,5,68692.2,23.24,0.853,Remanufacturing,High,0.3927,Secondary,Manufacturing,33.7385,26.4433,Circular,Closed Loop,99.62,16000,624,141.0,1,1.8331,Yes,0.00267,0.03185,2.3447,0.14869,0.95,Maintain current circular practices; explore renewable energy
Silver,Primary Mining (Copper Byproduct),2018,Brazil,Photography,Mixed Grid (China),Pipeline,816.6,124.4294,1199.074,70.46,1.8,2595.64,0.4012,71.11,39.8,5,731.25,50.1,0.883,Reuse,Very High,0.06326,Primary,Processing,84.3243,40.1051,Hybrid,Closed Loop,-17.39,106,1154,413.3,14,2.1878,No,0.39507,0.04467,0.9056,0.06448,0.58,Increase recycled content in feedstock
Titanium,Secondary - Industrial Scrap,2021,India,Aerospace,Mixed Grid (EU),Combined (Road+Sea),2603.6,5.9177,65.268,30.9,12.55,106.44,0.0119,19.93,19.8,4,16.03,22.3,0.707,Remanufacturing,Medium,0.16222,Secondary,Extraction,3.5156,2.4021,Circular,Closed Loop,83.09,35,754,140.6,27,3.8781,No,0.01211,0.01521,0.1304,0.13092,0.97,Maintain current circular practices; explore renewable energy
Nickel,Primary - Sulphide Ore,2010,Zambia,Superalloys,Mixed Grid (Global Avg),Sea Freight,2496.9,16.3014,143.115,71.86,1.29,401.92,0.0301,67.26,18.1,4,19.62,48.59,0.878,Remanufacturing,High,0.67223,Primary,End-of-Life,10.9795,5.3219,Hybrid,Closed Loop,-25.4,13.0,1444,449.1,8,7.5894,Partial,0.02724,0.01676,0.5308,0.13149,0.84,Increase recycled content in feedstock
Germanium,Primary - Coal Fly Ash,2015,Global Average,Semiconductors,Mixed Grid (India),Air Freight,3488.5,1589.0919,20159.277,33.58,7.69,13204.52,2.3979,25.79,11.1,3,1172.69,23.28,0.75,Closed Loop Recycling,Very High,0.17916,Primary,Processing,982.9651,606.1268,Hybrid,Closed Loop,-24.15,1280,1280,63.1,35,5.6876,No,2.8848,0.03236,1.2418,0.14846,0.59,Increase recycled content in feedstock
Manganese,Primary - Electrolytic,2015,Middle East,EV Batteries,Renewable Grid,Rail,1132.9,0.2802,19.949,50.46,0.43,196.93,0.0021,47.78,15.0,2,2.69,33.58,0.694,Urban Mining,Low,0.10464,Primary,Processing,0.1979,0.0823,Conventional,Open Loop,78.45,1.3,1437,142.2,30,6.7624,No,0.00194,0.03826,1.9368,0.06953,0.67,Increase recycled content in feedstock
Aluminium,Secondary - Recycled Scrap,2012,Mexico,Automotive,Mixed Grid (Global Avg),Rail,1057.7,1.0593,13.544,73.72,37.53,146.47,0.0066,83.81,31.3,4,2.37,61.45,0.554,Landfill,Low,0.27441,Secondary,Extraction,0.6892,0.3701,Hybrid,Linear,90.79,11.5,524,9.7,45,7.4564,No,0.00749,0.00268,0.8651,0.14007,0.9,Implement end-of-life collection and recycling programme
Magnesium,Electrolytic (Brine),2012,Canada,Automotive (Lightweighting),Mixed Grid (EU),Road,111.7,9.5682,173.502,49.81,1.25,267.7,0.0641,45.7,12.4,3,2.36,33.64,0.919,Incineration,Medium,0.02672,Primary,Use,6.6258,2.9424,Conventional,Linear,31.66,14.0,559,66.0,26,5.2507,Partial,0.07139,0.02159,0.2402,0.14202,0.87,Increase recycled content in feedstock
Magnesium,Pidgeon Process (Coal),2010,Mexico,Sports Equipment,Coal Grid,Rail,1523.3,8.1179,182.401,43.65,5.38,309.98,0.0538,49.56,10.1,2,2.28,32.72,0.654,Open Loop Recycling,Medium,0.24297,Primary,End-of-Life,5.2025,2.9154,Conventional,Open Loop,42.01,14.0,1300,78.2,16,6.7249,No,0.04624,0.0268,0.9471,0.03426,0.89,Increase recycled content in feedstock
Aluminium,Primary - Bauxite Mining,2013,South Africa,Consumer Goods,Hydro-dominated Grid,Pipeline,294.0,3.1416,180.594,74.44,2.62,1345.94,0.0574,78.69,26.5,3,2.46,52.43,0.925,Remanufacturing,Medium,0.07527,Primary,Manufacturing,1.8984,1.2432,Hybrid,Closed Loop,72.68,11.5,661,273.8,45,2.7371,Partial,0.0464,0.02926,0.4131,0.13666,0.89,Increase recycled content in feedstock
Tin,Secondary - Tinplate Recycling,2012,Central Asia,Solder,Natural Gas Grid,Combined (Road+Sea),1817.8,1.5475,40.16,72.13,27.03,129.94,0.009,74.45,24.6,3,36.7,55.24,0.586,Remanufacturing,Low,0.17811,Secondary,Extraction,1.0291,0.5184,Circular,Closed Loop,90.33,16.0,248,477.9,36,4.2304,No,0.01116,0.01718,0.4732,0.00414,0.57,Reduce material losses in processing
Copper,Primary - Low Grade Ore,2014,Philippines,Electronics,Hydro-dominated Grid,Combined (Road+Sea),1075.4,1.1624,79.483,60.68,3.27,258.56,0.0055,65.01,29.5,3,9.65,43.64,0.713,Incineration,Low,0.21976,Primary,Manufacturing,0.7867,0.3757,Conventional,Linear,63.68,3.2,828,472.8,40,1.3688,No,0.00479,0.04469,1.7037,0.11537,0.72,Increase recycled content in feedstock
Zinc,Primary - Imperial Smelting,2016,Kazakhstan,Batteries,Coal Grid,Air Freight,570.7,2.9899,60.587,75.58,5.12,222.42,0.0075,77.94,22.6,3,3.65,53.11,0.735,Urban Mining,Medium,0.05992,Primary,Manufacturing,2.2062,0.7837,Conventional,Open Loop,3.55,3.1,1183,409.6,33,2.577,No,0.00739,0.03985,1.8334,0.06644,0.86,Increase recycled content in feedstock
Platinum,Primary Mining (South Africa),2018,China,Fuel Cells,Mixed Grid (EU),Air Freight,530.3,7796.7328,256542.16,72.0,3.47,123033.74,6.9981,60.12,26.3,4,30163.5,46.93,0.877,Remanufacturing,Very High,0.05644,Primary,Processing,5214.9202,2581.8126,Hybrid,Closed Loop,38.61,12700,1588,386.6,14,0.6275,Yes,7.98497,0.00406,1.3492,0.07632,0.89,Increase recycled content in feedstock
Copper,Primary - Low Grade Ore,2022,Philippines,Electronics,Hydro-dominated Grid,Pipeline,148.6,0.7069,79.888,62.41,5.03,328.76,0.0015,64.47,38.0,4,9.72,45.19,0.79,Reuse,Low,0.0379,Primary,End-of-Life,0.451,0.2559,Hybrid,Closed Loop,77.91,3.2,782,392.7,34,7.9932,No,0.00171,0.02834,1.2063,0.10893,0.92,Increase recycled content in feedstock
Aluminium,Secondary - Recycled Scrap,2022,Southeast Asia,Construction,Mixed Grid (India),Sea Freight,6676.1,1.7451,8.241,71.94,41.75,276.34,0.0068,79.24,15.4,3,2.86,59.55,0.676,Open Loop Recycling,Low,1.13239,Secondary,Processing,1.1706,0.5745,Hybrid,Open Loop,84.83,11.5,730,99.7,44,7.2614,Yes,0.00749,0.02167,0.9041,0.09655,0.94,Reduce material losses in processing
Lead,Primary - Blast Furnace,2022,Russia,Ammunition,Renewable Grid,Rail,1448.5,0.4701,23.668,96.97,6.34,145.5,0.0044,95.75,22.9,4,2.4,66.93,0.578,Reuse,Low,0.25836,Primary,End-of-Life,0.286,0.1841,Hybrid,Closed Loop,72.35,1.7,436,416.4,19,2.9157,No,0.00387,0.01604,1.8663,0.09609,0.55,Increase recycled content in feedstock
Steel,Blast Furnace - BOF (Coal),2012,Kazakhstan,Packaging,Nuclear Grid,Road,247.3,0.3308,25.269,82.84,9.18,46.5,0.0076,91.53,75.2,4,1.17,61.29,0.853,Reuse,Low,0.05058,Primary,Processing,0.2423,0.0885,Hybrid,Closed Loop,82.59,1.9,1316,50.2,35,6.8653,Yes,0.00778,0.02607,2.0565,0.00811,0.81,Increase recycled content in feedstock
Rare Earths,Primary - Monazite,2018,Chile,EV Motors,Hydro-dominated Grid,Rail,998.6,9.8384,491.037,0.51,1.46,5624.5,0.0767,11.2,11.4,1,29.1,4.58,0.888,Remanufacturing,Medium,0.1181,Primary,Extraction,6.7187,3.1197,Hybrid,Closed Loop,67.21,30.0,470,243.1,43,7.7051,No,0.07103,0.03968,1.464,0.00714,0.76,Increase recycled content in feedstock
Gold,Secondary - Jewellery Recycling,2011,Peru,Aerospace,Nuclear Grid,Sea Freight,7024.9,17.1397,806.784,30.97,19.63,600.32,0.0076,27.68,105.1,4,58300.16,26.07,0.732,Incineration,High,1.53779,Secondary,Manufacturing,10.1404,6.9993,Hybrid,Linear,99.89,16000,221,316.6,17,7.8182,No,0.0079,0.0248,1.5351,0.00631,0.68,Transition to closed-loop recycling pathway
Chromium,Primary - Ferrochrome (Kazakhstan),2011,Australia,Stainless Steel,Coal Grid,Pipeline,155.7,9.5241,144.213,33.52,0.14,204.44,0.0228,23.48,26.5,3,11.81,21.05,0.952,Urban Mining,Medium,0.01933,Primary,Manufacturing,6.8091,2.715,Conventional,Open Loop,23.81,12.5,950,7.0,31,2.0173,No,0.02479,0.00413,1.354,0.09366,0.85,Increase recycled content in feedstock
Tin,Primary - Hard Rock Mining,2016,Kazakhstan,Chemicals,Renewable Grid,Pipeline,695.7,2.3494,249.923,70.65,6.32,504.52,0.0484,58.47,19.7,4,37.2,46.53,0.963,Closed Loop Recycling,Medium,0.19248,Primary,Extraction,1.3239,1.0255,Hybrid,Closed Loop,85.32,16.0,518,378.8,26,4.1608,No,0.05349,0.04852,0.181,0.05928,0.91,Increase recycled content in feedstock
Gallium,Primary - Aluminium Byproduct,2013,Indonesia,Lasers,Renewable Grid,Sea Freight,4805.2,60.9541,9264.917,16.11,0.23,3563.19,0.5011,26.32,12.7,2,204.8,15.08,0.933,Incineration,High,0.28641,Primary,Manufacturing,44.8355,16.1186,Conventional,Linear,88.5,530,1287,41.7,41,6.6058,No,0.50489,0.02107,1.2091,0.14865,0.77,Increase recycled content in feedstock
Silver,Secondary - Photography,2022,India,Electronics,Renewable Grid,Combined (Road+Sea),4230.8,2.654,211.308,74.96,47.96,274.34,0.099,64.1,20.7,4,881.06,58.06,0.949,Urban Mining,Medium,1.02313,Secondary,End-of-Life,1.5764,1.0776,Hybrid,Open Loop,97.5,106,387,221.8,27,3.1294,Partial,0.11421,0.02723,0.2669,0.10274,0.95,Maintain current circular practices; explore renewable energy
Zinc,Primary - Low Grade Ore,2023,China,Batteries,Mixed Grid (Global Avg),Rail,1515.6,2.6834,67.131,74.7,4.49,125.87,0.0106,75.85,29.5,3,3.09,52.05,0.795,Reuse,Medium,0.18758,Primary,Processing,1.482,1.2014,Hybrid,Closed Loop,13.44,3.1,410,38.1,25,0.6989,Yes,0.00965,0.00462,0.3967,0.08535,0.57,Increase recycled content in feedstock
Titanium,Kroll Process (Rutile),2018,Middle East,Aerospace,Hydro-dominated Grid,Road,456.0,7.5103,440.904,31.63,1.49,672.35,0.07,26.9,21.2,4,15.11,22.44,0.84,Remanufacturing,Medium,0.04864,Primary,Use,4.5741,2.9362,Hybrid,Closed Loop,78.54,35,1184,438.2,45,2.2909,No,0.07524,0.00131,0.7426,0.08348,0.85,Increase recycled content in feedstock
Gold,Secondary - Electronics Recycling,2023,Russia,Jewellery,Mixed Grid (China),Combined (Road+Sea),5479.9,34.5914,750.748,28.91,12.22,558.01,0.0048,22.68,51.1,4,60564.99,22.37,0.747,Landfill,High,0.48477,Secondary,Extraction,21.7775,12.8139,Hybrid,Linear,99.78,16000,343,106.5,20,3.2592,Partial,0.00445,0.01411,0.2901,0.05718,0.91,Implement end-of-life collection and recycling programme
Platinum,Secondary - Industrial Recycling,2011,Central Asia,Catalysts (Auto),Mixed Grid (China),Rail,1073.2,2175.9469,16747.737,69.6,22.5,6109.95,0.4941,70.42,30.4,5,28706.66,53.74,0.565,Remanufacturing,Very High,0.08748,Secondary,Extraction,1383.9277,792.0192,Circular,Closed Loop,82.87,12700,859,118.8,30,4.5005,Yes,0.43592,0.01286,1.3589,0.006,0.76,Reduce material losses in processing
Chromium,Primary - Ferrochrome (Kazakhstan),2010,Central Asia,Superalloys,Mixed Grid (EU),Pipeline,840.2,8.28,136.202,30.16,4.65,258.23,0.0291,30.44,22.3,2,10.07,22.12,0.768,Reuse,Medium,0.16175,Primary,End-of-Life,4.5961,3.6839,Hybrid,Closed Loop,33.76,12.5,926,235.7,35,6.1255,Partial,0.0248,0.00484,0.1533,0.05179,0.73,Increase recycled content in feedstock
Gold,Secondary - Electronics Recycling,2021,Indonesia,Medical Devices,Mixed Grid (China),Sea Freight,5041.6,38.9267,646.103,29.23,12.82,403.26,0.0058,24.91,112.3,4,63643.67,23.27,0.799,Incineration,High,1.29496,Secondary,Use,26.3745,12.5522,Hybrid,Linear,99.76,16000,894,214.6,22,4.5937,No,0.00596,0.0183,1.4818,0.13297,0.91,Transition to closed-loop recycling pathway
Magnesium,Secondary - Die-Cast Recycling,2014,Central Asia,Sports Equipment,Mixed Grid (India),Rail,1889.2,1.9764,22.081,39.76,34.92,125.29,0.0068,40.48,17.1,2,3.69,34.54,0.731,Incineration,Low,0.22731,Secondary,Processing,1.2445,0.7319,Hybrid,Linear,85.88,14.0,672,435.4,21,5.3898,Partial,0.00857,0.03843,2.3292,0.14658,0.93,Transition to closed-loop recycling pathway
Platinum,Secondary - Autocatalyst Recycling,2010,Chile,Jewellery,Mixed Grid (India),Pipeline,186.2,1863.332,22166.094,70.71,28.52,7420.92,0.762,68.3,23.2,5,30315.06,54.69,0.906,Landfill,Very High,0.01971,Secondary,Extraction,1329.8003,533.5317,Hybrid,Linear,85.33,12700,832,358.2,38,7.1295,No,0.89241,0.04708,1.3236,0.08104,0.93,Implement end-of-life collection and recycling programme
Gallium,Primary - Aluminium Byproduct,2015,Zambia,Lasers,Mixed Grid (India),Rail,533.4,365.7476,6184.643,18.01,9.35,2901.46,0.7834,13.99,10.7,1,242.08,13.12,0.552,Closed Loop Recycling,Very High,0.05543,Primary,Manufacturing,213.0286,152.719,Hybrid,Closed Loop,30.99,530,488,269.3,19,2.6981,No,0.70255,0.04386,0.063,0.09182,0.8,Increase recycled content in feedstock
Chromium,Secondary - Stainless Steel Scrap,2013,Chile,Pigments,Mixed Grid (Global Avg),Road,64.6,1.198,19.829,36.72,26.17,85.33,0.0029,31.93,23.8,3,10.61,29.92,0.802,Urban Mining,Low,0.01846,Secondary,Extraction,0.8476,0.3504,Hybrid,Open Loop,90.42,12.5,233,1.6,10,3.3497,No,0.00283,0.01317,0.8687,0.12188,0.9,Maintain current circular practices; explore renewable energy
Chromium,Primary - Ferrochrome (Kazakhstan),2011,South Africa,Pigments,Mixed Grid (China),Road,299.8,10.8554,116.677,36.19,4.46,315.7,0.0296,25.3,33.0,4,12.98,24.15,0.907,Open Loop Recycling,High,0.06454,Primary,Use,7.7181,3.1373,Conventional,Open Loop,13.16,12.5,583,474.3,14,4.506,No,0.02487,0.02361,2.0467,0.12305,0.84,Increase recycled content in feedstock
Magnesium,Secondary - Wrought Recycling,2010,Central Asia,Sports Equipment,Natural Gas Grid,Combined (Road+Sea),5959.3,2.7792,12.621,43.63,28.63,108.69,0.0083,49.48,16.6,3,3.96,38.09,0.639,Urban Mining,Medium,1.20388,Secondary,Extraction,1.6355,1.1437,Hybrid,Open Loop,80.15,14.0,557,253.7,6,4.0455,No,0.01071,0.04784,1.7132,0.12985,0.79,Reduce material losses in processing
Magnesium,Electrolytic (Brine),2020,Russia,Electronics,Hydro-dominated Grid,Air Freight,3585.4,3.9228,169.268,38.6,2.77,475.53,0.1172,37.03,12.8,3,2.77,27.42,0.621,Remanufacturing,Medium,0.54309,Primary,Extraction,2.7717,1.1511,Hybrid,Closed Loop,71.98,14.0,928,276.9,41,8.4071,No,0.12513,0.0346,1.784,0.13209,0.59,Increase recycled content in feedstock
Copper,Primary - Oxide Ore (SX-EW),2012,Australia,Renewable Energy,Mixed Grid (EU),Air Freight,3362.2,2.8514,76.417,62.16,7.75,372.08,0.0033,65.31,27.5,4,9.57,45.9,0.752,Incineration,Medium,0.27834,Primary,Processing,2.0084,0.843,Conventional,Linear,10.89,3.2,1428,10.8,20,5.9737,No,0.00274,0.04908,1.7039,0.11685,0.97,Increase recycled content in feedstock
Lithium,Hard Rock Mining (Spodumene),2011,Kazakhstan,Consumer Electronics,Mixed Grid (EU),Rail,816.7,10.2891,88.847,1.14,4.48,3153.82,0.0185,53.55,7.6,3,30.52,19.61,0.733,Closed Loop Recycling,High,0.18252,Primary,Processing,5.8499,4.4392,Hybrid,Closed Loop,-28.61,8.0,673,222.9,45,3.4516,No,0.01481,0.02659,0.2378,0.14762,0.85,Increase recycled content in feedstock
Lithium,Hard Rock Mining (Spodumene),2013,India,Grid Storage,Mixed Grid (Global Avg),Air Freight,1186.0,7.4188,102.404,1.04,6.17,2400.99,0.0165,28.44,12.6,3,52.87,12.38,0.878,Urban Mining,Medium,0.11771,Primary,Use,5.563,1.8558,Conventional,Open Loop,7.26,8.0,1278,487.1,24,1.1113,No,0.01446,0.02097,0.5057,0.09805,0.6,Increase recycled content in feedstock
Tin,Primary - Alluvial Mining,2015,Mexico,Solder,Hydro-dominated Grid,Pipeline,712.3,4.1271,253.982,71.48,1.0,479.78,0.0398,64.39,16.7,4,30.84,47.54,0.784,Urban Mining,Medium,0.14247,Primary,Extraction,2.643,1.4841,Conventional,Open Loop,74.21,16.0,413,468.0,35,3.5002,Partial,0.04046,0.02102,1.8457,0.04614,0.68,Increase recycled content in feedstock
Tin,Secondary - Tinplate Recycling,2018,DRC,Tinplate,Mixed Grid (China),Pipeline,926.8,3.1041,41.901,66.38,24.44,101.52,0.0036,62.47,12.9,3,27.93,49.11,0.827,Urban Mining,Medium,0.21067,Secondary,Processing,1.9245,1.1796,Hybrid,Open Loop,80.6,16.0,821,420.0,28,4.6777,No,0.00322,0.02338,2.4425,0.05148,0.69,Maintain current circular practices; explore renewable energy
Nickel,Primary - Sulphide Ore,2020,Europe,Electroplating,Mixed Grid (India),Pipeline,604.5,12.0509,132.174,62.23,7.58,439.21,0.0381,70.9,19.0,2,16.42,46.07,0.877,Open Loop Recycling,High,0.15878,Primary,Use,8.8583,3.1926,Conventional,Open Loop,7.3,13.0,1502,291.7,37,5.4479,No,0.04415,0.04058,0.5535,0.12446,0.72,Increase recycled content in feedstock
Platinum,Secondary - Industrial Recycling,2021,Peru,Catalysts (Auto),Renewable Grid,Road,267.4,168.8278,18207.818,69.96,25.88,6028.5,0.7373,62.97,43.6,5,36814.35,52.3,0.795,Open Loop Recycling,Very High,0.06748,Secondary,Use,114.009,54.8188,Hybrid,Open Loop,98.67,12700,595,17.5,11,8.2809,Partial,0.68169,0.02407,2.0719,0.01507,0.85,Maintain current circular practices; explore renewable energy
Lithium,Clay Mining,2021,Southeast Asia,EV Batteries,Mixed Grid (EU),Pipeline,848.7,10.6465,142.21,2.77,1.02,3321.97,0.0082,45.47,7.8,1,30.9,15.57,0.595,Landfill,High,0.14984,Primary,Extraction,7.7333,2.9132,Conventional,Linear,-33.08,8.0,1122,356.4,4,5.7769,Partial,0.00988,0.01762,2.489,0.01473,0.82,Optimise production process efficiency
Manganese,Secondary - Steel Scrap Byproduct,2013,Brazil,Steel Alloying,Nuclear Grid,Air Freight,4868.7,0.4277,8.619,47.55,27.81,30.31,0.0007,51.1,20.8,4,2.0,40.53,0.723,Reuse,Low,0.35737,Secondary,Use,0.2975,0.1302,Circular,Closed Loop,67.1,1.3,846,368.8,10,1.9161,Partial,0.00067,0.04555,0.3782,0.10769,0.74,Maintain current circular practices; explore renewable energy
Copper,Primary - Oxide Ore (SX-EW),2018,Philippines,Plumbing,Hydro-dominated Grid,Pipeline,362.1,0.8686,60.643,71.61,7.67,288.04,0.0016,59.52,44.4,5,8.3,48.2,0.57,Closed Loop Recycling,Low,0.05372,Primary,Extraction,0.5405,0.3281,Hybrid,Closed Loop,72.86,3.2,1105,343.5,41,7.3,No,0.00192,0.02531,0.7287,0.05909,0.97,Increase recycled content in feedstock
Gallium,Secondary - Semiconductor Recycling,2024,Zambia,5G Semiconductors,Nuclear Grid,Road,189.9,18.8484,1544.91,23.31,15.65,366.02,0.1209,23.04,11.0,2,265.5,19.7,0.761,Landfill,High,0.045,Secondary,End-of-Life,12.9431,5.9053,Hybrid,Linear,96.44,530,217,217.5,36,6.2537,Yes,0.10198,0.03601,1.8232,0.0597,0.85,Implement end-of-life collection and recycling programme
Copper,Primary - Sulphide Ore,2013,Central Asia,Electronics,Coal Grid,Pipeline,909.7,3.2738,75.57,63.23,7.86,307.96,0.0017,56.23,53.7,4,9.82,43.57,0.926,Urban Mining,Medium,0.07267,Primary,Processing,1.8181,1.4557,Conventional,Open Loop,-2.31,3.2,1579,267.8,23,8.0052,Partial,0.0018,0.01323,0.5009,0.12237,0.64,Increase recycled content in feedstock
Gold,Open Pit Mining,2021,Mexico,Aerospace,Mixed Grid (India),Sea Freight,7058.5,12642.8351,278080.275,27.02,4.93,309126.71,1.4297,30.43,51.3,5,57423.99,23.32,0.861,Incineration,Very High,0.55662,Primary,Processing,7767.0793,4875.7558,Conventional,Linear,20.98,16000,1480,31.1,34,4.2496,Yes,1.5934,0.03788,2.3029,0.04273,0.62,Increase recycled content in feedstock
Nickel,Primary - Sulphide Ore,2013,Chile,Superalloys,Natural Gas Grid,Pipeline,200.2,12.7454,128.516,73.62,0.9,261.3,0.0335,73.31,25.4,2,13.97,49.44,0.696,Landfill,High,0.05828,Primary,Manufacturing,7.2498,5.4956,Conventional,Linear,1.96,13.0,1269,232.2,10,0.82,Yes,0.03502,0.01458,0.0525,0.06112,0.77,Increase recycled content in feedstock
